Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score,Study_Category,Attendance_Category,Score_Category,Study_Efficiency
Female,7.4,No,Urban,96.8,Secondary,62.6,Medium (5-10h),Excellent (90%+),Pass (50-70),7.4523809523809526
Female,6.6,Yes,Urban,61.4,Tertiary,80.9,Medium (5-10h),Fair (60-75%),Good (70-85),10.644736842105264
Female,11.4,No,Urban,90.9,Secondary,79.8,High (10-15h),Excellent (90%+),Good (70-85),6.435483870967741
Male,2.2,No,Urban,53.3,Tertiary,44.3,Low (0-5h),Poor (<60%),Fail (<50),13.843749999999998
Female,11.8,No,Urban,67.9,Secondary,80.6,High (10-15h),Fair (60-75%),Good (70-85),6.296874999999999
Female,13.2,Yes,Urban,74.3,Secondary,100.0,High (10-15h),Fair (60-75%),Excellent (85+),7.042253521126761
Male,4.9,No,Rural,64.7,Tertiary,42.1,Low (0-5h),Fair (60-75%),Fail (<50),7.135593220338983
Female,1.7,Yes,Urban,52.0,Primary,47.3,Low (0-5h),Poor (<60%),Fail (<50),17.518518518518515
Male,11.9,No,Urban,65.8,Secondary,69.5,High (10-15h),Fair (60-75%),Pass (50-70),5.387596899224806
Female,16.0,No,Urban,79.1,,91.1,Very High (15h+),Good (75-90%),Excellent (85+),5.358823529411764
Female,9.5,No,Rural,80.2,Tertiary,66.8,Medium (5-10h),Good (75-90%),Pass (50-70),6.3619047619047615
Male,9.5,Yes,Urban,73.9,Tertiary,76.9,Medium (5-10h),Fair (60-75%),Good (70-85),7.323809523809524
Male,13.0,Yes,Urban,98.7,Primary,97.1,High (10-15h),Excellent (90%+),Excellent (85+),6.935714285714285
Female,4.8,No,Urban,97.2,Tertiary,58.6,Low (0-5h),Excellent (90%+),Pass (50-70),10.10344827586207
Female,7.3,No,Rural,92.4,,52.8,Medium (5-10h),Excellent (90%+),Pass (50-70),6.361445783132529
Female,10.3,No,Urban,70.7,Tertiary,76.8,High (10-15h),Fair (60-75%),Good (70-85),6.7964601769911495
Female,2.4,No,Urban,96.1,Tertiary,51.5,Low (0-5h),Excellent (90%+),Pass (50-70),15.147058823529413
Female,10.0,Yes,Urban,59.6,Secondary,77.5,Medium (5-10h),Poor (<60%),Good (70-85),7.045454545454546
Male,16.0,No,Urban,80.2,Secondary,92.3,Very High (15h+),Good (75-90%),Excellent (85+),5.429411764705883
Female,8.8,No,Rural,89.1,Tertiary,68.5,Medium (5-10h),Good (75-90%),Pass (50-70),6.989795918367347
Male,8.3,Yes,Urban,68.7,Primary,76.8,Medium (5-10h),Fair (60-75%),Good (70-85),8.258064516129032
Female,12.5,No,Urban,67.4,Secondary,73.9,High (10-15h),Fair (60-75%),Good (70-85),5.474074074074075
Female,11.3,No,Rural,71.7,Tertiary,65.8,High (10-15h),Fair (60-75%),Pass (50-70),5.3495934959349585
Female,8.9,Yes,Urban,84.3,,83.6,Medium (5-10h),Good (75-90%),Good (70-85),8.444444444444443
Male,13.0,No,Urban,54.4,Secondary,62.6,High (10-15h),Poor (<60%),Pass (50-70),4.4714285714285715
Female,3.6,Yes,Rural,68.2,Tertiary,55.6,Low (0-5h),Fair (60-75%),Pass (50-70),12.08695652173913
Female,16.0,No,Urban,91.7,,88.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.176470588235294
Male,5.0,No,Rural,99.9,Primary,43.8,Low (0-5h),Excellent (90%+),Fail (<50),7.3
Male,8.9,No,Urban,82.0,Primary,58.7,Medium (5-10h),Good (75-90%),Pass (50-70),5.929292929292929
Female,3.4,No,Urban,57.1,Primary,35.4,Low (0-5h),Poor (<60%),Fail (<50),8.045454545454545
Female,11.3,No,Urban,62.4,Tertiary,82.3,High (10-15h),Fair (60-75%),Good (70-85),6.691056910569105
Female,10.9,No,Rural,88.4,Secondary,76.5,High (10-15h),Good (75-90%),Good (70-85),6.428571428571428
Female,2.8,No,Rural,84.7,Primary,39.9,Low (0-5h),Good (75-90%),Fail (<50),10.5
Male,13.9,Yes,Urban,74.0,Secondary,100.0,High (10-15h),Fair (60-75%),Excellent (85+),6.7114093959731544
Male,13.9,Yes,Urban,92.2,Secondary,100.0,High (10-15h),Excellent (90%+),Excellent (85+),6.7114093959731544
Female,4.9,Yes,Urban,69.9,Secondary,60.7,Low (0-5h),Fair (60-75%),Pass (50-70),10.288135593220339
Male,13.3,No,Urban,56.0,Secondary,72.0,High (10-15h),Poor (<60%),Good (70-85),5.034965034965035
Male,16.0,Yes,Urban,51.6,Secondary,87.7,Very High (15h+),Poor (<60%),Excellent (85+),5.158823529411765
Male,11.8,No,Rural,66.6,Secondary,68.4,High (10-15h),Fair (60-75%),Pass (50-70),5.34375
Male,13.6,No,Rural,86.4,Primary,72.3,High (10-15h),Good (75-90%),Good (70-85),4.9520547945205475
Male,10.0,No,Urban,81.0,,68.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.236363636363635
Female,10.4,No,Rural,99.5,Secondary,71.5,High (10-15h),Excellent (90%+),Good (70-85),6.271929824561403
Female,10.3,No,Rural,93.8,Secondary,73.1,High (10-15h),Excellent (90%+),Good (70-85),6.4690265486725655
Male,6.9,No,Urban,61.9,Primary,50.4,Medium (5-10h),Fair (60-75%),Pass (50-70),6.379746835443037
Female,10.5,No,Rural,78.6,Secondary,57.8,High (10-15h),Good (75-90%),Pass (50-70),5.0260869565217385
Male,7.4,Yes,Urban,89.4,,78.4,Medium (5-10h),Good (75-90%),Good (70-85),9.333333333333334
Male,7.2,No,Urban,80.5,Secondary,63.1,Medium (5-10h),Good (75-90%),Pass (50-70),7.695121951219513
Male,7.5,No,Rural,66.2,Secondary,53.9,Medium (5-10h),Fair (60-75%),Pass (50-70),6.341176470588235
Male,10.3,No,Rural,58.1,Tertiary,58.3,High (10-15h),Poor (<60%),Pass (50-70),5.15929203539823
Male,8.7,Yes,Urban,83.4,Secondary,80.5,Medium (5-10h),Good (75-90%),Good (70-85),8.29896907216495
Female,6.7,No,Rural,77.9,Primary,51.5,Medium (5-10h),Good (75-90%),Pass (50-70),6.688311688311688
Female,12.6,Yes,Rural,86.5,Secondary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.352941176470589
Female,10.2,Yes,Rural,75.3,Primary,78.3,High (10-15h),Good (75-90%),Good (70-85),6.991071428571429
Female,6.8,No,Urban,91.3,Tertiary,63.7,Medium (5-10h),Excellent (90%+),Pass (50-70),8.166666666666668
Female,10.8,No,Rural,71.9,Tertiary,72.4,High (10-15h),Fair (60-75%),Good (70-85),6.135593220338984
Female,16.0,Yes,Urban,60.6,,93.1,Very High (15h+),Fair (60-75%),Excellent (85+),5.476470588235294
Female,16.0,Yes,Rural,75.9,Tertiary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.882352941176471
Male,8.9,No,Urban,79.1,Secondary,57.0,Medium (5-10h),Good (75-90%),Pass (50-70),5.757575757575758
Female,11.8,No,Rural,54.0,Tertiary,68.8,High (10-15h),Poor (<60%),Pass (50-70),5.374999999999999
Female,2.6,Yes,Urban,62.5,Secondary,61.9,Low (0-5h),Fair (60-75%),Pass (50-70),17.194444444444443
Male,11.1,Yes,Urban,79.4,Secondary,91.2,High (10-15h),Good (75-90%),Excellent (85+),7.537190082644629
Female,12.3,No,Urban,68.5,,72.3,High (10-15h),Fair (60-75%),Good (70-85),5.436090225563909
Male,6.7,No,Urban,80.8,Tertiary,56.9,Medium (5-10h),Good (75-90%),Pass (50-70),7.3896103896103895
Female,13.0,Yes,Rural,71.3,Secondary,91.3,High (10-15h),Fair (60-75%),Excellent (85+),6.521428571428571
Male,12.2,Yes,Urban,70.6,Primary,79.0,High (10-15h),Fair (60-75%),Good (70-85),5.984848484848485
Female,10.5,No,Rural,50.8,Primary,63.0,High (10-15h),Poor (<60%),Pass (50-70),5.478260869565218
Male,3.7,No,Urban,94.6,Secondary,51.4,Low (0-5h),Excellent (90%+),Pass (50-70),10.936170212765957
Female,14.6,Yes,Rural,80.5,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.410256410256411
Male,9.4,No,Rural,72.9,Secondary,60.4,Medium (5-10h),Fair (60-75%),Pass (50-70),5.8076923076923075
Female,3.6,Yes,Urban,72.6,,62.2,Low (0-5h),Fair (60-75%),Pass (50-70),13.521739130434785
Female,14.6,Yes,Urban,89.7,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.410256410256411
Male,10.2,Yes,Urban,71.1,Secondary,78.2,High (10-15h),Fair (60-75%),Good (70-85),6.982142857142858
Male,12.7,Yes,Rural,86.9,,93.0,High (10-15h),Good (75-90%),Excellent (85+),6.788321167883212
Female,9.1,No,Urban,91.5,Tertiary,75.4,Medium (5-10h),Excellent (90%+),Good (70-85),7.465346534653466
Female,10.8,Yes,Urban,85.9,Secondary,87.7,High (10-15h),Good (75-90%),Excellent (85+),7.432203389830509
Female,15.0,Yes,Urban,79.2,Secondary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.25
Male,6.6,No,Urban,63.1,Secondary,54.2,Medium (5-10h),Fair (60-75%),Pass (50-70),7.131578947368422
Male,11.7,Yes,Rural,90.0,Secondary,90.7,High (10-15h),Good (75-90%),Excellent (85+),7.141732283464568
Male,10.2,No,Rural,78.4,Primary,66.4,High (10-15h),Good (75-90%),Pass (50-70),5.92857142857143
Male,9.6,No,Rural,68.7,Tertiary,54.7,Medium (5-10h),Fair (60-75%),Pass (50-70),5.160377358490567
Male,11.1,No,Rural,54.0,Tertiary,71.9,High (10-15h),Poor (<60%),Good (70-85),5.942148760330579
Male,9.3,Yes,Urban,50.6,Secondary,73.2,Medium (5-10h),Poor (<60%),Good (70-85),7.106796116504854
Female,14.5,No,Urban,91.9,Primary,83.4,High (10-15h),Excellent (90%+),Good (70-85),5.380645161290323
Male,6.0,Yes,Rural,59.0,Tertiary,65.9,Medium (5-10h),Poor (<60%),Pass (50-70),9.414285714285715
Female,4.7,No,Urban,71.9,Tertiary,50.3,Low (0-5h),Fair (60-75%),Pass (50-70),8.82456140350877
Male,9.2,No,Urban,74.7,,60.9,Medium (5-10h),Fair (60-75%),Pass (50-70),5.970588235294118
Male,14.5,No,Rural,85.0,Tertiary,84.5,High (10-15h),Good (75-90%),Good (70-85),5.451612903225806
Male,8.0,Yes,Urban,72.7,Secondary,72.7,Medium (5-10h),Fair (60-75%),Good (70-85),8.077777777777778
Female,9.8,No,Urban,82.1,,64.0,Medium (5-10h),Good (75-90%),Pass (50-70),5.925925925925926
Male,6.0,Yes,Urban,57.1,Secondary,57.1,Medium (5-10h),Poor (<60%),Pass (50-70),8.157142857142857
Female,5.9,No,Rural,78.1,Secondary,47.4,Medium (5-10h),Good (75-90%),Fail (<50),6.869565217391304
Female,12.5,No,Urban,63.4,Tertiary,86.2,High (10-15h),Fair (60-75%),Excellent (85+),6.385185185185185
Male,10.9,Yes,Rural,96.0,Tertiary,89.3,High (10-15h),Excellent (90%+),Excellent (85+),7.504201680672268
Male,13.6,Yes,Rural,89.3,Primary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.8493150684931505
Male,13.1,Yes,Rural,86.0,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.092198581560284
Female,4.0,No,Urban,52.7,Primary,42.9,Low (0-5h),Poor (<60%),Fail (<50),8.58
Female,8.2,No,Rural,83.1,Primary,56.0,Medium (5-10h),Good (75-90%),Pass (50-70),6.086956521739131
Male,6.3,Yes,Urban,71.5,Tertiary,68.3,Medium (5-10h),Fair (60-75%),Pass (50-70),9.356164383561644
Male,5.8,No,Rural,51.0,Primary,33.5,Medium (5-10h),Poor (<60%),Fail (<50),4.926470588235294
Male,8.1,No,Rural,85.2,Tertiary,60.8,Medium (5-10h),Good (75-90%),Pass (50-70),6.681318681318682
Female,15.8,No,Urban,82.8,Tertiary,85.7,Very High (15h+),Good (75-90%),Excellent (85+),5.101190476190476
Female,13.8,No,Rural,58.9,Primary,75.7,High (10-15h),Poor (<60%),Good (70-85),5.114864864864865
Male,10.6,Yes,Rural,96.7,Tertiary,96.8,High (10-15h),Excellent (90%+),Excellent (85+),8.344827586206897
Male,9.7,No,Urban,60.7,,56.7,Medium (5-10h),Fair (60-75%),Pass (50-70),5.299065420560749
Male,12.0,No,Rural,82.8,Tertiary,71.9,High (10-15h),Good (75-90%),Good (70-85),5.5307692307692315
Female,10.0,No,Urban,80.7,,68.7,Medium (5-10h),Good (75-90%),Pass (50-70),6.245454545454546
Female,6.3,No,Urban,58.4,Tertiary,49.6,Medium (5-10h),Poor (<60%),Fail (<50),6.794520547945206
Female,2.8,No,Urban,81.1,Secondary,50.0,Low (0-5h),Good (75-90%),Fail (<50),13.157894736842106
Male,2.5,No,Urban,92.0,Secondary,45.5,Low (0-5h),Excellent (90%+),Fail (<50),13.0
Female,10.6,No,Rural,92.9,Secondary,68.6,High (10-15h),Excellent (90%+),Pass (50-70),5.913793103448276
Male,9.2,No,Rural,85.0,Secondary,67.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.627450980392156
Female,7.4,Yes,Rural,95.3,Secondary,77.9,Medium (5-10h),Excellent (90%+),Good (70-85),9.273809523809524
Male,15.5,Yes,Rural,74.5,Primary,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),6.0606060606060606
Female,9.8,No,Urban,58.4,Secondary,61.4,Medium (5-10h),Poor (<60%),Pass (50-70),5.685185185185185
Female,7.6,Yes,Rural,64.1,Tertiary,70.9,Medium (5-10h),Fair (60-75%),Good (70-85),8.24418604651163
Male,10.4,No,Urban,58.2,Tertiary,72.5,High (10-15h),Poor (<60%),Good (70-85),6.359649122807017
Female,16.0,No,Urban,64.3,Secondary,94.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.529411764705882
Male,14.6,No,Urban,85.1,Tertiary,89.3,High (10-15h),Good (75-90%),Excellent (85+),5.7243589743589745
Female,10.1,No,Urban,90.3,Tertiary,73.8,High (10-15h),Excellent (90%+),Good (70-85),6.648648648648648
Male,11.7,Yes,Rural,71.4,Tertiary,93.0,High (10-15h),Fair (60-75%),Excellent (85+),7.322834645669292
Male,14.4,No,Urban,67.6,Primary,80.7,High (10-15h),Fair (60-75%),Good (70-85),5.240259740259741
Female,7.0,No,Rural,61.2,Primary,54.7,Medium (5-10h),Fair (60-75%),Pass (50-70),6.8375
Female,10.6,Yes,Rural,70.6,Secondary,78.8,High (10-15h),Fair (60-75%),Good (70-85),6.793103448275862
Female,13.2,No,Rural,91.1,,90.8,High (10-15h),Excellent (90%+),Excellent (85+),6.394366197183099
Male,11.3,No,Rural,82.7,Tertiary,74.4,High (10-15h),Good (75-90%),Good (70-85),6.048780487804878
Male,13.3,No,Urban,86.6,Secondary,82.7,High (10-15h),Good (75-90%),Good (70-85),5.783216783216783
Female,8.3,No,Rural,71.5,Secondary,57.3,Medium (5-10h),Fair (60-75%),Pass (50-70),6.161290322580644
Male,8.4,Yes,Urban,76.1,Secondary,69.4,Medium (5-10h),Good (75-90%),Pass (50-70),7.382978723404255
Female,12.8,No,Rural,74.8,Tertiary,78.4,High (10-15h),Fair (60-75%),Good (70-85),5.681159420289855
Male,12.2,No,Urban,86.5,Tertiary,75.0,High (10-15h),Good (75-90%),Good (70-85),5.6818181818181825
Male,15.0,No,Urban,92.9,Primary,92.0,High (10-15h),Excellent (90%+),Excellent (85+),5.75
Female,4.0,No,Urban,98.2,Secondary,46.3,Low (0-5h),Excellent (90%+),Fail (<50),9.26
Male,6.9,Yes,Urban,59.7,Secondary,68.1,Medium (5-10h),Poor (<60%),Pass (50-70),8.620253164556962
Male,11.8,No,Urban,94.4,,76.2,High (10-15h),Excellent (90%+),Good (70-85),5.953125
Male,4.4,No,Urban,54.2,Secondary,40.1,Low (0-5h),Poor (<60%),Fail (<50),7.425925925925926
Female,11.0,No,Rural,96.5,Tertiary,70.1,High (10-15h),Excellent (90%+),Good (70-85),5.841666666666666
Male,3.8,No,Rural,74.3,Tertiary,38.7,Low (0-5h),Fair (60-75%),Fail (<50),8.062500000000002
Male,16.0,No,Rural,81.0,Tertiary,91.0,Very High (15h+),Good (75-90%),Excellent (85+),5.352941176470588
Female,12.5,No,Urban,61.3,Primary,65.4,High (10-15h),Fair (60-75%),Pass (50-70),4.844444444444445
Male,6.5,No,Urban,52.0,,36.9,Medium (5-10h),Poor (<60%),Fail (<50),4.92
Female,11.0,No,Urban,64.7,Primary,69.8,High (10-15h),Fair (60-75%),Pass (50-70),5.816666666666666
Female,8.2,Yes,Urban,77.1,,71.8,Medium (5-10h),Good (75-90%),Good (70-85),7.804347826086957
Male,6.1,No,Rural,78.6,Tertiary,50.4,Medium (5-10h),Good (75-90%),Pass (50-70),7.098591549295775
Female,11.5,No,Rural,71.3,Primary,62.5,High (10-15h),Fair (60-75%),Pass (50-70),5.0
Female,5.7,Yes,Rural,60.6,Secondary,49.1,Medium (5-10h),Fair (60-75%),Fail (<50),7.3283582089552235
Female,3.5,No,Urban,78.9,,34.8,Low (0-5h),Good (75-90%),Fail (<50),7.7333333333333325
Female,11.2,No,Rural,56.4,Secondary,63.5,High (10-15h),Poor (<60%),Pass (50-70),5.204918032786885
Female,10.9,No,Urban,86.4,Secondary,66.4,High (10-15h),Good (75-90%),Pass (50-70),5.57983193277311
Male,9.0,No,Rural,95.4,Primary,66.6,Medium (5-10h),Excellent (90%+),Pass (50-70),6.659999999999999
Male,4.6,Yes,Rural,54.5,Tertiary,55.7,Low (0-5h),Poor (<60%),Pass (50-70),9.946428571428573
Male,7.6,No,Urban,78.6,Secondary,56.1,Medium (5-10h),Good (75-90%),Pass (50-70),6.523255813953488
Female,13.0,No,Rural,66.8,Secondary,81.2,High (10-15h),Fair (60-75%),Good (70-85),5.8
Female,16.0,No,Rural,73.8,Tertiary,92.3,Very High (15h+),Fair (60-75%),Excellent (85+),5.429411764705883
Male,14.0,No,Rural,83.8,Secondary,82.9,High (10-15h),Good (75-90%),Good (70-85),5.526666666666667
Female,8.9,No,Urban,93.1,Secondary,66.2,Medium (5-10h),Excellent (90%+),Pass (50-70),6.686868686868687
Female,6.0,No,Rural,98.5,Tertiary,67.6,Medium (5-10h),Excellent (90%+),Pass (50-70),9.657142857142857
Female,14.2,No,Urban,51.2,Secondary,75.0,High (10-15h),Poor (<60%),Good (70-85),4.934210526315789
Male,11.2,No,Urban,78.0,Secondary,73.5,High (10-15h),Good (75-90%),Good (70-85),6.024590163934427
Female,5.2,No,Rural,64.0,Primary,47.2,Medium (5-10h),Fair (60-75%),Fail (<50),7.612903225806452
Female,13.2,Yes,Urban,83.4,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.042253521126761
Female,9.4,Yes,Rural,79.7,Secondary,76.5,Medium (5-10h),Good (75-90%),Good (70-85),7.355769230769231
Female,5.5,No,Urban,55.2,,45.9,Medium (5-10h),Poor (<60%),Fail (<50),7.061538461538461
Female,10.9,No,Urban,54.6,Secondary,62.7,High (10-15h),Poor (<60%),Pass (50-70),5.26890756302521
Female,5.8,Yes,Rural,59.7,,54.8,Medium (5-10h),Poor (<60%),Pass (50-70),8.058823529411764
Female,16.0,No,Urban,63.9,Tertiary,86.9,Very High (15h+),Fair (60-75%),Excellent (85+),5.111764705882353
Female,16.0,Yes,Urban,52.0,Primary,100.0,Very High (15h+),Poor (<60%),Excellent (85+),5.882352941176471
Male,16.0,No,Rural,76.2,Secondary,87.9,Very High (15h+),Good (75-90%),Excellent (85+),5.170588235294118
Female,11.7,Yes,Rural,54.6,Primary,72.0,High (10-15h),Poor (<60%),Good (70-85),5.669291338582678
Female,7.8,No,Urban,88.6,Secondary,66.2,Medium (5-10h),Good (75-90%),Pass (50-70),7.5227272727272725
Male,13.1,No,Urban,91.6,Secondary,91.2,High (10-15h),Excellent (90%+),Excellent (85+),6.468085106382979
Male,4.0,Yes,Urban,86.6,Tertiary,66.7,Low (0-5h),Good (75-90%),Pass (50-70),13.34
Male,13.2,No,Urban,78.5,Secondary,77.5,High (10-15h),Good (75-90%),Good (70-85),5.45774647887324
Female,9.4,No,Urban,58.3,Tertiary,61.1,Medium (5-10h),Poor (<60%),Pass (50-70),5.875
Female,10.8,No,Urban,93.3,Tertiary,81.5,High (10-15h),Excellent (90%+),Good (70-85),6.906779661016949
Female,15.1,Yes,Rural,79.5,Secondary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),6.211180124223602
Male,4.8,No,Urban,86.8,Tertiary,58.4,Low (0-5h),Good (75-90%),Pass (50-70),10.068965517241379
Male,11.8,No,Urban,69.9,Primary,72.4,High (10-15h),Fair (60-75%),Good (70-85),5.65625
Male,5.4,No,Urban,85.1,Primary,52.4,Medium (5-10h),Good (75-90%),Pass (50-70),8.1875
Female,0.0,No,Rural,68.8,Tertiary,24.6,,Fair (60-75%),Fail (<50),24.6
Male,9.5,No,Urban,79.4,Primary,57.7,Medium (5-10h),Good (75-90%),Pass (50-70),5.495238095238095
Female,9.6,No,Urban,68.2,Secondary,62.1,Medium (5-10h),Fair (60-75%),Pass (50-70),5.858490566037736
Female,12.2,Yes,Urban,52.3,Secondary,82.2,High (10-15h),Poor (<60%),Good (70-85),6.2272727272727275
Male,9.9,No,Urban,89.7,Secondary,62.2,Medium (5-10h),Good (75-90%),Pass (50-70),5.706422018348624
Female,12.9,No,Urban,69.0,Secondary,79.1,High (10-15h),Fair (60-75%),Good (70-85),5.690647482014388
Male,16.0,Yes,Urban,73.3,Secondary,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.882352941176471
Female,10.8,Yes,Rural,57.4,Secondary,83.7,High (10-15h),Poor (<60%),Good (70-85),7.093220338983051
Male,14.7,Yes,Urban,80.3,Secondary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.369426751592357
Female,10.3,No,Rural,62.0,,60.9,High (10-15h),Fair (60-75%),Pass (50-70),5.389380530973451
Male,8.6,Yes,Urban,91.7,Primary,77.4,Medium (5-10h),Excellent (90%+),Good (70-85),8.062500000000002
Female,6.0,No,Rural,98.7,Secondary,55.2,Medium (5-10h),Excellent (90%+),Pass (50-70),7.885714285714286
Male,11.7,No,Rural,61.2,Secondary,63.7,High (10-15h),Fair (60-75%),Pass (50-70),5.015748031496064
Male,10.9,No,Urban,78.0,Primary,72.3,High (10-15h),Good (75-90%),Good (70-85),6.07563025210084
Female,5.2,No,Urban,70.7,,50.0,Medium (5-10h),Fair (60-75%),Fail (<50),8.064516129032258
Female,10.4,No,Rural,92.2,Primary,80.3,High (10-15h),Excellent (90%+),Good (70-85),7.0438596491228065
Male,13.5,No,Urban,50.4,Secondary,61.6,High (10-15h),Poor (<60%),Pass (50-70),4.248275862068966
Female,4.2,No,Urban,71.6,Secondary,50.1,Low (0-5h),Fair (60-75%),Pass (50-70),9.634615384615385
Male,15.6,No,Rural,84.2,Primary,88.1,Very High (15h+),Good (75-90%),Excellent (85+),5.30722891566265
Male,5.5,No,Urban,95.0,,51.4,Medium (5-10h),Excellent (90%+),Pass (50-70),7.907692307692307
Male,10.5,No,Urban,90.0,,66.0,High (10-15h),Good (75-90%),Pass (50-70),5.739130434782608
Female,5.9,No,Rural,71.0,Tertiary,38.0,Medium (5-10h),Fair (60-75%),Fail (<50),5.507246376811594
Male,10.2,No,Urban,87.2,Secondary,68.4,High (10-15h),Good (75-90%),Pass (50-70),6.107142857142858
Male,4.0,Yes,Urban,61.0,Tertiary,56.7,Low (0-5h),Fair (60-75%),Pass (50-70),11.34
Female,9.1,No,Urban,80.3,Primary,67.3,Medium (5-10h),Good (75-90%),Pass (50-70),6.663366336633663
Female,9.8,Yes,Urban,82.1,Primary,80.4,Medium (5-10h),Good (75-90%),Good (70-85),7.444444444444445
Male,13.7,Yes,Rural,82.6,,85.0,High (10-15h),Good (75-90%),Good (70-85),5.782312925170069
Female,8.1,Yes,Rural,57.3,Secondary,77.4,Medium (5-10h),Poor (<60%),Good (70-85),8.505494505494507
Female,9.1,No,Urban,60.7,Secondary,57.2,Medium (5-10h),Fair (60-75%),Pass (50-70),5.663366336633664
Male,12.6,No,Rural,65.9,Primary,70.7,High (10-15h),Fair (60-75%),Good (70-85),5.1985294117647065
Female,3.1,No,Rural,79.1,Secondary,41.9,Low (0-5h),Good (75-90%),Fail (<50),10.219512195121952
Male,13.1,No,Urban,75.4,Primary,81.6,High (10-15h),Good (75-90%),Good (70-85),5.787234042553191
Male,10.0,No,Urban,56.5,Primary,68.7,Medium (5-10h),Poor (<60%),Pass (50-70),6.245454545454546
Male,13.6,Yes,Urban,76.7,Secondary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.8493150684931505
Male,9.3,No,Urban,84.9,Secondary,65.8,Medium (5-10h),Good (75-90%),Pass (50-70),6.388349514563106
Male,10.3,No,Urban,59.3,Secondary,60.4,High (10-15h),Poor (<60%),Pass (50-70),5.345132743362831
Male,13.4,No,Urban,78.2,Secondary,75.7,High (10-15h),Good (75-90%),Good (70-85),5.256944444444445
Male,9.8,No,Urban,76.0,Primary,72.1,Medium (5-10h),Good (75-90%),Good (70-85),6.675925925925925
Male,12.3,Yes,Urban,83.0,,85.8,High (10-15h),Good (75-90%),Excellent (85+),6.451127819548872
Female,8.8,No,Urban,85.3,Secondary,63.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.489795918367347
Male,9.4,No,Rural,72.1,Tertiary,61.1,Medium (5-10h),Fair (60-75%),Pass (50-70),5.875
Female,8.4,No,Rural,79.8,Tertiary,61.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.553191489361702
Male,5.0,No,Urban,53.6,Tertiary,45.0,Low (0-5h),Poor (<60%),Fail (<50),7.5
Female,16.0,Yes,Rural,62.9,Primary,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.882352941176471
Male,5.9,Yes,Urban,71.3,Secondary,66.1,Medium (5-10h),Fair (60-75%),Pass (50-70),9.579710144927535
Male,3.4,Yes,Urban,93.0,Secondary,64.7,Low (0-5h),Excellent (90%+),Pass (50-70),14.704545454545453
Male,6.5,No,Urban,97.0,Primary,56.2,Medium (5-10h),Excellent (90%+),Pass (50-70),7.493333333333334
